授業コード,曜日,時限,学部,授業名,学期,担当教員,配当年次,単位数,詳細URL,みんキャン検索LINK
FL7U,火,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,相原　雅子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8585&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%9B%B8%E5%8E%9F
FL7V,火,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,薦田　嘉人,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8584&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%96%A6%E7%94%B0
FL7W,火,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,原　功,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8583&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%8E%9F
FL7X,火,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,小瀬　百合子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8582&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E7%80%AC
FL7Y,火,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,山本　満登香,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8581&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B1%B1%E6%9C%AC
FL7Z,月,4,商学部,英語（ａ）Ⅳ（REG）,秋学期,米田　佐紀子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8580&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%B1%B3%E7%94%B0
FL80,火,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,小菅　隼人,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8579&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E8%8F%85
FL81,木,4,商学部,英語（ａ）Ⅳ（REG）,秋学期,野田　恵子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8578&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%87%8E%E7%94%B0
FL82,火,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,佐藤　文子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8577&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%BD%90%E8%97%A4
FL83,火,4,商学部,英語（ａ）Ⅳ（REG）,秋学期,佐藤　文子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8576&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%BD%90%E8%97%A4
FL84,水,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,宇野　久恵,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8575&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%87%E9%87%8E
FL85,木,4,商学部,英語（ａ）Ⅳ（REG）,秋学期,増田　桂子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8574&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A2%97%E7%94%B0
FL86,木,4,商学部,英語（ａ）Ⅳ（REG）,秋学期,野口　大斗,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8573&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%87%8E%E5%8F%A3
FL87,火,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,中村　亨,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8572&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%B8%AD%E6%9D%91
FL88,火,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,徳間　伸一,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8571&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%BE%B3%E9%96%93
FL89,火,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,庭山　雄吉,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8570&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%BA%AD%E5%B1%B1
FL8A,木,4,商学部,英語（ａ）Ⅳ（REG）,秋学期,徳間　伸一,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8569&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%BE%B3%E9%96%93
FL8B,火,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,バーナード、 デイビッド・アラン,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8568&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%90%E3%83%BC%E3%83%8A%E3%83%BC%E3%83%89%E3%80%81
FL8C,木,4,商学部,英語（ａ）Ⅳ（REG）,秋学期,ハドランド、エリック,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8567&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%8F%E3%83%89%E3%83%A9%E3%83%B3%E3%83%89%E3%80%81%E3%82%A8%E3%83%AA%E3%83%83%E3%82%AF
FL8D,木,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,石垣　弥麻,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8566&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%9F%B3%E5%9E%A3
FL8E,木,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,首藤　理彩子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8565&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%A6%96%E8%97%A4
FL8F,木,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,三井　敏朗,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8564&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%B8%89%E4%BA%95
FL8G,木,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,中島　康雄,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8563&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%B8%AD%E5%B3%B6
FL8H,月,4,商学部,英語（ａ）Ⅳ（REG）,秋学期,堀内　香織,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8562&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A0%80%E5%86%85
FL8I,木,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,安部　佳子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8561&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%89%E9%83%A8
FL8J,木,4,商学部,英語（ａ）Ⅳ（REG）,秋学期,安部　佳子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8560&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%89%E9%83%A8
FL8K,木,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,野田　恵子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8559&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%87%8E%E7%94%B0
FL8L,木,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,久保田　裕紀,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8558&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%B9%85%E4%BF%9D%E7%94%B0
FL8M,月,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,伊藤　千晴,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8557&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%BC%8A%E8%97%A4
FL8N,月,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,大江　公樹,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8556&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A4%A7%E6%B1%9F
FL8O,木,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,増田　桂子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8555&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A2%97%E7%94%B0
FL8P,木,4,商学部,英語（ａ）Ⅳ（REG）,秋学期,窪薗　晴夫,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8554&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%AA%AA%E8%96%97
FL8Q,木,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,窪薗　晴夫,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8553&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%AA%AA%E8%96%97
FL8R,木,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,ハダス、マイク,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8552&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%8F%E3%83%80%E3%82%B9%E3%80%81%E3%83%9E%E3%82%A4%E3%82%AF
FL8S,木,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,ハドランド、エリック,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8551&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%8F%E3%83%89%E3%83%A9%E3%83%B3%E3%83%89%E3%80%81%E3%82%A8%E3%83%AA%E3%83%83%E3%82%AF
FL8T,木,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,パン、イーエー,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8550&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%91%E3%83%B3%E3%80%81%E3%82%A4%E3%83%BC%E3%82%A8%E3%83%BC
FL8U,木,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,徳間　伸一,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8549&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%BE%B3%E9%96%93
FL8V,木,3,商学部,英語（ａ）Ⅳ（REG）,秋学期,ホーキング、リチャード,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8548&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%9B%E3%83%BC%E3%82%AD%E3%83%B3%E3%82%B0%E3%80%81%E3%83%AA%E3%83%81%E3%83%A3%E3%83%BC%E3%83%89
SL73,金,3,商学部,英語（ａ）Ⅲ（REG）,春学期,松本　淳子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8547&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9D%BE%E6%9C%AC
SL74,火,4,商学部,英語（ａ）Ⅲ（REG）,春学期,熊谷　順子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8546&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%86%8A%E8%B0%B7
SL75,火,4,商学部,英語（ａ）Ⅲ（REG）,春学期,小菅　隼人,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8545&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E8%8F%85
SL76,水,4,商学部,英語（ａ）Ⅲ（REG）,春学期,須藤　彩子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8544&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%A0%88%E8%97%A4
SL77,水,3,商学部,英語（ａ）Ⅲ（REG）,春学期,須藤　彩子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8543&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%A0%88%E8%97%A4
SL78,水,4,商学部,英語（ａ）Ⅲ（REG）,春学期,三村　絵里,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8542&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%B8%89%E6%9D%91
SL79,水,3,商学部,英語（ａ）Ⅲ（REG）,春学期,三村　絵里,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8541&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%B8%89%E6%9D%91
SL7A,火,4,商学部,英語（ａ）Ⅲ（REG）,春学期,原　功,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8540&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%8E%9F
SL7B,月,3,商学部,英語（ａ）Ⅲ（REG）,春学期,堀内　香織,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8539&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A0%80%E5%86%85
SL7C,水,3,商学部,英語（ａ）Ⅲ（REG）,春学期,小嶺　智枝,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8538&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E5%B6%BA
SL7D,水,4,商学部,英語（ａ）Ⅲ（REG）,春学期,松井　恭子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8537&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9D%BE%E4%BA%95
SL7E,水,3,商学部,英語（ａ）Ⅲ（REG）,春学期,松井　恭子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8536&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9D%BE%E4%BA%95
SL7F,水,4,商学部,英語（ａ）Ⅲ（REG）,春学期,畑江　里美,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8535&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%95%91%E6%B1%9F
SL7G,水,3,商学部,英語（ａ）Ⅲ（REG）,春学期,畑江　里美,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8534&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%95%91%E6%B1%9F
SL7H,水,3,商学部,英語（ａ）Ⅲ（REG）,春学期,伊達　恵理,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8533&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%BC%8A%E9%81%94
SL7I,金,3,商学部,英語（ａ）Ⅲ（REG）,春学期,藤原　弥生,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8532&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%97%A4%E5%8E%9F
SL7J,金,4,商学部,英語（ａ）Ⅲ（REG）,春学期,守本　真帆,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8531&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%88%E6%9C%AC
SL7K,金,3,商学部,英語（ａ）Ⅲ（REG）,春学期,守本　真帆,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8530&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%88%E6%9C%AC
SL7L,火,4,商学部,英語（ａ）Ⅲ（REG）,春学期,中村　亨,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8529&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%B8%AD%E6%9D%91
SL7M,水,4,商学部,英語（ａ）Ⅲ（REG）,春学期,曽良　裕美子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8528&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9B%BD%E8%89%AF
SL7N,月,3,商学部,英語（ａ）Ⅲ（REG）,春学期,宮川　敬子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8527&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%AE%E5%B7%9D
SL7O,水,3,商学部,英語（ａ）Ⅲ（REG）,春学期,榊原　かをり,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8526&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%A6%8A%E5%8E%9F
SL7P,水,4,商学部,英語（ａ）Ⅲ（REG）,春学期,榊原　かをり,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8525&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%A6%8A%E5%8E%9F
SL7Q,火,4,商学部,英語（ａ）Ⅲ（REG）,春学期,庭山　雄吉,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8524&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%BA%AD%E5%B1%B1
SL7R,火,4,商学部,英語（ａ）Ⅲ（REG）,春学期,山本　満登香,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8523&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B1%B1%E6%9C%AC
SL7S,月,3,商学部,英語（ａ）Ⅲ（REG）,春学期,レーシー、　ジョン,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8522&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%AC%E3%83%BC%E3%82%B7%E3%83%BC%E3%80%81
SL7T,金,3,商学部,英語（ａ）Ⅲ（REG）,春学期,ベンティン、ガービー,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8521&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%99%E3%83%B3%E3%83%86%E3%82%A3%E3%83%B3%E3%80%81%E3%82%AC%E3%83%BC%E3%83%93%E3%83%BC
SL7U,火,3,商学部,英語（ａ）Ⅲ（REG）,春学期,相原　雅子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8520&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%9B%B8%E5%8E%9F
SL7V,火,3,商学部,英語（ａ）Ⅲ（REG）,春学期,薦田　嘉人,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8519&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%96%A6%E7%94%B0
SL7W,火,3,商学部,英語（ａ）Ⅲ（REG）,春学期,原　功,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8518&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%8E%9F
SL7X,火,3,商学部,英語（ａ）Ⅲ（REG）,春学期,小瀬　百合子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8517&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E7%80%AC
SL7Y,火,3,商学部,英語（ａ）Ⅲ（REG）,春学期,山本　満登香,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8516&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B1%B1%E6%9C%AC
SL7Z,月,4,商学部,英語（ａ）Ⅲ（REG）,春学期,米田　佐紀子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8515&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%B1%B3%E7%94%B0
SL80,火,3,商学部,英語（ａ）Ⅲ（REG）,春学期,小菅　隼人,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8514&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E8%8F%85
SL81,木,4,商学部,英語（ａ）Ⅲ（REG）,春学期,野田　恵子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8513&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%87%8E%E7%94%B0
SL82,火,3,商学部,英語（ａ）Ⅲ（REG）,春学期,佐藤　文子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8512&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%BD%90%E8%97%A4
SL83,火,4,商学部,英語（ａ）Ⅲ（REG）,春学期,佐藤　文子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8511&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%BD%90%E8%97%A4
SL84,水,3,商学部,英語（ａ）Ⅲ（REG）,春学期,宇野　久恵,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8510&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%87%E9%87%8E
SL85,木,4,商学部,英語（ａ）Ⅲ（REG）,春学期,増田　桂子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8509&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A2%97%E7%94%B0
SL86,木,4,商学部,英語（ａ）Ⅲ（REG）,春学期,野口　大斗,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8508&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%87%8E%E5%8F%A3
SL87,火,3,商学部,英語（ａ）Ⅲ（REG）,春学期,中村　亨,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8507&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%B8%AD%E6%9D%91
SL88,火,3,商学部,英語（ａ）Ⅲ（REG）,春学期,徳間　伸一,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8506&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%BE%B3%E9%96%93
SL89,火,3,商学部,英語（ａ）Ⅲ（REG）,春学期,庭山　雄吉,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8505&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%BA%AD%E5%B1%B1
SL8A,木,4,商学部,英語（ａ）Ⅲ（REG）,春学期,徳間　伸一,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8504&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%BE%B3%E9%96%93
SL8B,火,3,商学部,英語（ａ）Ⅲ（REG）,春学期,バーナード、 デイビッド・アラン,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8503&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%90%E3%83%BC%E3%83%8A%E3%83%BC%E3%83%89%E3%80%81
SL8C,木,4,商学部,英語（ａ）Ⅲ（REG）,春学期,ハドランド、エリック,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8502&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%8F%E3%83%89%E3%83%A9%E3%83%B3%E3%83%89%E3%80%81%E3%82%A8%E3%83%AA%E3%83%83%E3%82%AF
SL8D,木,3,商学部,英語（ａ）Ⅲ（REG）,春学期,石垣　弥麻,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8501&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%9F%B3%E5%9E%A3
SL8E,木,3,商学部,英語（ａ）Ⅲ（REG）,春学期,首藤　理彩子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8500&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%A6%96%E8%97%A4
SL8F,木,3,商学部,英語（ａ）Ⅲ（REG）,春学期,三井　敏朗,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8499&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%B8%89%E4%BA%95
SL8G,木,3,商学部,英語（ａ）Ⅲ（REG）,春学期,中島　康雄,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8498&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%B8%AD%E5%B3%B6
SL8H,月,4,商学部,英語（ａ）Ⅲ（REG）,春学期,堀内　香織,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8497&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A0%80%E5%86%85
SL8I,木,3,商学部,英語（ａ）Ⅲ（REG）,春学期,安部　佳子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8496&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%89%E9%83%A8
SL8J,木,4,商学部,英語（ａ）Ⅲ（REG）,春学期,安部　佳子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8495&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%89%E9%83%A8
SL8K,木,3,商学部,英語（ａ）Ⅲ（REG）,春学期,野田　恵子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8494&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%87%8E%E7%94%B0
SL8L,木,3,商学部,英語（ａ）Ⅲ（REG）,春学期,久保田　裕紀,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8493&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%B9%85%E4%BF%9D%E7%94%B0
SL8M,月,3,商学部,英語（ａ）Ⅲ（REG）,春学期,伊藤　千晴,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8492&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%BC%8A%E8%97%A4
SL8N,月,3,商学部,英語（ａ）Ⅲ（REG）,春学期,大江　公樹,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8491&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A4%A7%E6%B1%9F
SL8O,木,3,商学部,英語（ａ）Ⅲ（REG）,春学期,増田　桂子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8490&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A2%97%E7%94%B0
SL8P,木,4,商学部,英語（ａ）Ⅲ（REG）,春学期,窪薗　晴夫,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8489&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%AA%AA%E8%96%97
SL8Q,木,3,商学部,英語（ａ）Ⅲ（REG）,春学期,窪薗　晴夫,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8488&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%AA%AA%E8%96%97
